,depth_in_subtree,height_in_subtree,idea,idea_label,idea_probability,is_leaf,is_root,num_children,num_ideas_under,num_instances,num_instances_under,num_nodes_under,num_workers,parent,question_code,subtree_probability,subtree_root,subtree_oscore,idea_oscore
1199,3,1,1128383,,0.000501002004008016,True,False,0,1,1,1,1,1,1128381,charity,0.020541082164328657,1128342,0.9794589178356713,0.999498997995992
1200,3,1,1128384,,0.000501002004008016,True,False,0,1,1,1,1,1,1128381,charity,0.020541082164328657,1128342,0.9794589178356713,0.999498997995992
1201,4,0,1128386,,0.000501002004008016,True,False,0,1,1,1,1,1,1128385,charity,0.020541082164328657,1128342,0.9794589178356713,0.999498997995992
1202,0,2,1128387,Grants,0.000501002004008016,False,True,6,1,1,10,8,1,-1,charity,0.00501002004008016,1128387,0.9949899799599199,0.999498997995992
1203,1,1,1128388,,0.000501002004008016,True,False,0,1,1,1,1,1,1128387,charity,0.00501002004008016,1128387,0.9949899799599199,0.999498997995992
1204,1,1,1128389,,0.000501002004008016,True,False,0,1,1,1,1,1,1128387,charity,0.00501002004008016,1128387,0.9949899799599199,0.999498997995992
1205,1,1,1128390,,0.000501002004008016,True,False,0,1,1,1,1,1,1128387,charity,0.00501002004008016,1128387,0.9949899799599199,0.999498997995992
1206,1,1,1128391,,0.000501002004008016,True,False,0,1,1,1,1,1,1128387,charity,0.00501002004008016,1128387,0.9949899799599199,0.999498997995992
1207,1,1,1128392,,0.000501002004008016,True,False,0,1,1,1,1,1,1128387,charity,0.00501002004008016,1128387,0.9949899799599199,0.999498997995992
1208,1,1,1128393,,0.001503006012024048,False,False,1,3,3,4,2,3,1128387,charity,0.00501002004008016,1128387,0.9949899799599199,0.998496993987976
1209,2,0,1128394,,0.000501002004008016,True,False,0,1,1,1,1,1,1128393,charity,0.00501002004008016,1128387,0.9949899799599199,0.999498997995992
1210,0,0,1128395,,0.000501002004008016,True,True,0,1,1,1,1,1,-1,charity,0.000501002004008016,1128395,0.999498997995992,0.999498997995992
1211,0,0,1128396,,0.000501002004008016,True,True,0,1,1,1,1,1,-1,charity,0.000501002004008016,1128396,0.999498997995992,0.999498997995992
1212,0,0,1128397,,0.000501002004008016,True,True,0,1,1,1,1,1,-1,charity,0.000501002004008016,1128397,0.999498997995992,0.999498997995992
1213,0,0,1128398,,0.000501002004008016,True,True,0,1,1,1,1,1,-1,charity,0.000501002004008016,1128398,0.999498997995992,0.999498997995992
1214,0,0,1128399,,0.000501002004008016,True,True,0,1,1,1,1,1,-1,charity,0.000501002004008016,1128399,0.999498997995992,0.999498997995992
1215,0,2,1128400,,0.000501002004008016,False,True,3,1,1,4,5,1,-1,charity,0.002004008016032064,1128400,0.9979959919839679,0.999498997995992
1216,2,0,1128402,,0.000501002004008016,True,False,0,1,1,1,1,1,1128401,charity,0.002004008016032064,1128400,0.9979959919839679,0.999498997995992
1217,1,1,1128403,,0.000501002004008016,True,False,0,1,1,1,1,1,1128400,charity,0.002004008016032064,1128400,0.9979959919839679,0.999498997995992
1218,1,1,1128404,,0.000501002004008016,True,False,0,1,1,1,1,1,1128400,charity,0.002004008016032064,1128400,0.9979959919839679,0.999498997995992
1219,0,0,1128405,,0.000501002004008016,True,True,0,1,1,1,1,1,-1,charity,0.000501002004008016,1128405,0.999498997995992,0.999498997995992
1220,0,0,1128406,,0.000501002004008016,True,True,0,1,1,1,1,1,-1,charity,0.000501002004008016,1128406,0.999498997995992,0.999498997995992
1221,0,0,1128407,,0.000501002004008016,True,True,0,1,1,1,1,1,-1,charity,0.000501002004008016,1128407,0.999498997995992,0.999498997995992
1222,0,0,1128408,,0.000501002004008016,True,True,0,1,1,1,1,1,-1,charity,0.000501002004008016,1128408,0.999498997995992,0.999498997995992
1223,0,0,1128409,,0.000501002004008016,True,True,0,1,1,1,1,1,-1,charity,0.000501002004008016,1128409,0.999498997995992,0.999498997995992
1224,0,0,1128410,,0.000501002004008016,True,True,0,1,1,1,1,1,-1,charity,0.000501002004008016,1128410,0.999498997995992,0.999498997995992
1225,0,3,1128411,Hold Events to get the name out,0.000501002004008016,False,True,32,1,1,92,96,1,-1,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1226,1,2,1128412,Contest,0.000501002004008016,False,False,22,1,1,24,26,1,1128411,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1227,3,0,1128414,,0.000501002004008016,True,False,0,1,1,1,1,1,1128413,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1228,3,0,1128415,,0.000501002004008016,True,False,0,1,1,1,1,1,1128413,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1229,3,0,1128416,,0.000501002004008016,True,False,0,1,1,1,1,1,1128413,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1230,2,1,1128417,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1231,2,1,1128418,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1232,2,1,1128419,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1233,2,1,1128420,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1234,2,1,1128421,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1235,2,1,1128422,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1236,2,1,1128423,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1237,2,1,1128424,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1238,2,1,1128425,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1239,2,1,1128426,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1240,2,1,1128427,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1241,2,1,1128428,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1242,2,1,1128429,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1243,2,1,1128430,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1244,2,1,1128431,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1245,2,1,1128433,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1246,2,1,1128434,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1247,2,1,1128435,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1248,2,1,1128436,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1249,2,1,1128437,,0.000501002004008016,True,False,0,1,1,1,1,1,1128412,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1250,2,1,1128439,,0.000501002004008016,True,False,0,1,1,1,1,1,1128438,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1251,2,1,1128440,,0.000501002004008016,True,False,0,1,1,1,1,1,1128438,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1252,2,1,1128442,,0.000501002004008016,True,False,0,1,1,1,1,1,1128441,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1253,2,1,1128443,,0.000501002004008016,True,False,0,1,1,1,1,1,1128441,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1254,2,1,1128445,,0.000501002004008016,True,False,0,1,1,1,1,1,1128444,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1255,2,1,1128446,,0.000501002004008016,True,False,0,1,1,1,1,1,1128444,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1256,2,1,1128447,,0.000501002004008016,True,False,0,1,1,1,1,1,1128444,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1257,2,1,1128448,,0.000501002004008016,True,False,0,1,1,1,1,1,1128444,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1258,1,2,1128449,,0.000501002004008016,True,False,0,1,1,1,1,1,1128411,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1259,1,2,1128450,,0.000501002004008016,True,False,0,1,1,1,1,1,1128411,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1260,1,2,1128451,,0.000501002004008016,False,False,1,1,1,2,2,1,1128411,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1261,2,1,1128452,,0.000501002004008016,True,False,0,1,1,1,1,1,1128451,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1262,1,2,1128453,,0.000501002004008016,True,False,0,1,1,1,1,1,1128411,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1263,1,2,1128454,,0.000501002004008016,True,False,0,1,1,1,1,1,1128411,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1264,1,2,1128455,,0.000501002004008016,True,False,0,1,1,1,1,1,1128411,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1265,1,2,1128456,,0.000501002004008016,True,False,0,1,1,1,1,1,1128411,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1266,1,2,1128457,,0.000501002004008016,True,False,0,1,1,1,1,1,1128411,charity,0.04609218436873747,1128411,0.9539078156312625,0.999498997995992
1267,1,2,1128458,,0.001002004008016032,True,False,0,2,2,2,1,1,1128411,charity,0.04609218436873747,1128411,0.9539078156312625,0.998997995991984
